strategy,trial_number,proposal_phase,trial_id,epoch,parameter_count,validation_accuracy,validation_loss,train_loss,elapsed_trial_seconds
random,16,random,acd13a07,7,181098,0.6708,1.0017248027801513,0.6714307821379768,146.4140836999868
random,16,random,acd13a07,8,181098,0.7502,0.7108362392425537,0.636464154238171,166.8271689999965
bayesian,1,startup,41dd0fba,1,103850,0.4936,1.3883287940979003,1.5954612130694918,22.022622099990258
bayesian,1,startup,41dd0fba,2,103850,0.5578,1.2584593437194824,1.3033328976737129,43.23747200000798
bayesian,1,startup,41dd0fba,3,103850,0.5944,1.144780496406555,1.1818869977527195,65.90546469998662
bayesian,1,startup,41dd0fba,4,103850,0.5504,1.2548638006210326,1.1121135327127245,87.70669389999239
bayesian,1,startup,41dd0fba,5,103850,0.5626,1.304296572303772,1.05392352265252,109.22429459998966
bayesian,1,startup,41dd0fba,6,103850,0.628,1.028850715446472,1.0085363121880426,130.87481280000065
bayesian,1,startup,41dd0fba,7,103850,0.6608,0.9586608462333679,0.9649913480546739,155.49421699999948
bayesian,1,startup,41dd0fba,8,103850,0.643,1.0281403108596803,0.9332731723997328,178.52619299999787
bayesian,1,startup,41dd0fba,9,103850,0.6074,1.1339620686531067,0.9034247038523356,199.0739074999874
bayesian,1,startup,41dd0fba,10,103850,0.632,1.0796094425201417,0.8854236704084608,219.0575547000044
bayesian,1,startup,41dd0fba,11,103850,0.6536,1.0070326466560364,0.8558917073355781,239.44332530000247
bayesian,1,startup,41dd0fba,12,103850,0.6788,0.9203465758800506,0.8379423824098375,259.73219790001167
bayesian,2,startup,8285376a,1,72746,0.6112,1.0836679508209228,1.3808678600841098,20.409706700011156
bayesian,2,startup,8285376a,2,72746,0.6558,0.9776698050498962,1.0132077727847628,41.75795670002117
bayesian,2,startup,8285376a,3,72746,0.6958,0.8720157577514649,0.895098078113132,61.254499600006966
bayesian,2,startup,8285376a,4,72746,0.7158,0.8063466811180114,0.8326744961420695,81.32622910002829
bayesian,2,startup,8285376a,5,72746,0.7112,0.8501683229446411,0.7798535047954983,101.49949900002684
bayesian,2,startup,8285376a,6,72746,0.7458,0.7218621056556702,0.745781167517768,121.10905890000868
bayesian,2,startup,8285376a,7,72746,0.7324,0.8130676825523376,0.7144201761245728,141.4044974000135
bayesian,2,startup,8285376a,8,72746,0.757,0.7180690497398377,0.6915346732139588,162.99755830000504
bayesian,2,startup,8285376a,9,72746,0.7442,0.7455390791893005,0.6639379446241591,184.75802990002558
bayesian,2,startup,8285376a,10,72746,0.754,0.7313214674949646,0.6558426076041327,208.47344050000538
bayesian,2,startup,8285376a,11,72746,0.7676,0.6806664744377137,0.6355410480181376,231.51188170001842
bayesian,2,startup,8285376a,12,72746,0.7404,0.7763651872634888,0.6189489180352953,253.8155866000161
bayesian,3,startup,a4d360bb,1,103338,0.5946,1.1605562973976136,1.3725442374335395,20.70599280000897
bayesian,3,startup,a4d360bb,2,103338,0.6442,1.0733733096122742,0.9853602803548177,40.69614889999502
bayesian,3,startup,a4d360bb,3,103338,0.67,0.9808841968536377,0.844683304977417,60.887652300007176
bayesian,3,startup,a4d360bb,4,103338,0.658,1.0747986708641053,0.7678277775022718,81.7217687999946
bayesian,3,startup,a4d360bb,5,103338,0.671,1.035249920797348,0.7166029106458028,102.24009430001024
bayesian,3,startup,a4d360bb,6,103338,0.7486,0.7379321093082428,0.6755523564868503,124.85539080001763
bayesian,3,startup,a4d360bb,7,103338,0.7156,0.8412766730308533,0.6429193943659465,145.5438334000064
bayesian,3,startup,a4d360bb,8,103338,0.7396,0.7991436248302459,0.6182226019276513,166.2036031000025
bayesian,3,startup,a4d360bb,9,103338,0.7464,0.7833081075072289,0.5922051942189535,186.34347449999768
bayesian,3,startup,a4d360bb,10,103338,0.765,0.7215440619707107,0.5796935081905789,206.1082071000128
bayesian,3,startup,a4d360bb,11,103338,0.7022,0.9411905635356903,0.5565694270769755,225.88230709999334
bayesian,3,startup,a4d360bb,12,103338,0.7658,0.6982595156192779,0.5385949286990696,246.48029560002033
bayesian,4,startup,5a794321,1,24778,0.4304,1.5162833395004272,1.6762905470954048,17.732135300000664
bayesian,4,startup,5a794321,2,24778,0.4968,1.3945006519317626,1.4103317494710286,36.285092100006295
bayesian,4,startup,5a794321,3,24778,0.5378,1.3004339350700378,1.306466821691725,55.4185703000112
bayesian,4,startup,5a794321,4,24778,0.5202,1.3882570280075073,1.2442589844173855,73.78069410001626
bayesian,5,startup,373c75ad,1,46538,0.4894,1.3782463443756103,1.5810338263829549,19.168833099975018
bayesian,5,startup,373c75ad,2,46538,0.4752,1.4200382769584656,1.229371800825331,39.94347159998142
bayesian,5,startup,373c75ad,3,46538,0.5716,1.2416037982940673,1.086090375963847,60.739798900001915
bayesian,5,startup,373c75ad,4,46538,0.5108,1.4487724224090577,1.0100601657973396,82.06176839998807
bayesian,6,startup,ba4a3639,1,79242,0.5958,1.1305038681983948,1.3984380573908488,19.773904600006063
bayesian,6,startup,ba4a3639,2,79242,0.6418,1.0233598365783692,1.0312581537882486,40.24960189999547
bayesian,6,startup,ba4a3639,3,79242,0.6766,0.9115993481636048,0.8875564044952392,62.238302300014766
bayesian,6,startup,ba4a3639,4,79242,0.6658,0.990318459892273,0.816199807103475,83.8604702000157
bayesian,6,startup,ba4a3639,5,79242,0.691,0.9245559966087341,0.7560802861955431,106.12775169999804
bayesian,6,startup,ba4a3639,6,79242,0.758,0.6915692400932312,0.7189023554590013,128.42584460001672
bayesian,6,startup,ba4a3639,7,79242,0.7612,0.7098688809394836,0.6895527540948656,149.46922420000192
bayesian,6,startup,ba4a3639,8,79242,0.7322,0.7886910833358765,0.6641662583457099,170.4529708000191
bayesian,7,startup,fe49dd9d,1,126890,0.5528,1.26180912065506,1.3770934470176697,20.240442400012398
bayesian,7,startup,fe49dd9d,2,126890,0.593,1.218622381591797,1.0008544436984592,40.165574100014055
bayesian,7,startup,fe49dd9d,3,126890,0.6798,0.9327490092754364,0.8674301204893324,61.37193739999202
bayesian,7,startup,fe49dd9d,4,126890,0.6714,0.9600852029800415,0.7963526536305745,81.84032170000137
bayesian,7,startup,fe49dd9d,5,126890,0.6956,0.8743326238155364,0.7363982117546929,101.51620460001868
bayesian,7,startup,fe49dd9d,6,126890,0.73,0.8027423775672913,0.698847205734253,122.44451190001564
bayesian,7,startup,fe49dd9d,7,126890,0.7644,0.6951741915225983,0.6644773725509644,142.14011239999672
bayesian,7,startup,fe49dd9d,8,126890,0.7506,0.7659821364164352,0.6390226200315687,161.91439700001501
bayesian,7,startup,fe49dd9d,9,126890,0.7452,0.7625925950527191,0.6147763278219435,182.13778670001193
bayesian,7,startup,fe49dd9d,10,126890,0.7284,0.8207949749946595,0.5995163817723592,201.75447820001864
bayesian,7,startup,fe49dd9d,11,126890,0.7352,0.8274044382572174,0.5800678704791599,221.3016604000004
bayesian,7,startup,fe49dd9d,12,126890,0.7398,0.7919169174671173,0.563815951845381,240.94517419999465
bayesian,8,startup,1450087b,1,11082,0.4488,1.5196834774017334,1.7141689647886489,18.348897999996552
bayesian,8,startup,1450087b,2,11082,0.5116,1.3814224174499512,1.429323387781779,37.68117809999967
bayesian,8,startup,1450087b,3,11082,0.5294,1.3283757472991944,1.3311393875545925,57.22612179999123
bayesian,8,startup,1450087b,4,11082,0.519,1.3571763343811034,1.2777440093994141,77.05713030000334
bayesian,9,startup,b63879fc,1,181610,0.488,1.4035493099212646,1.4979454333835178,19.81827039999189
bayesian,9,startup,b63879fc,2,181610,0.5876,1.1616647985458375,1.1378776542663573,40.47537659999216
bayesian,9,startup,b63879fc,3,181610,0.612,1.069259764766693,0.9683262735578749,60.69020489999093
bayesian,9,startup,b63879fc,4,181610,0.6566,0.9716018423080445,0.8703623564508226,81.03466120001394
bayesian,9,startup,b63879fc,5,181610,0.6132,1.2524107281684875,0.7935540257241991,101.70287909999024
bayesian,9,startup,b63879fc,6,181610,0.7326,0.7438389972686767,0.7392619083828397,121.49560620001284
bayesian,9,startup,b63879fc,7,181610,0.7186,0.8245259242057801,0.7000559762530857,141.55849039999885
bayesian,9,startup,b63879fc,8,181610,0.7312,0.787352681684494,0.6609636250283983,161.98470269999234
bayesian,10,startup,279a1cf4,1,77034,0.6146,1.0951641239166259,1.3994543653912015,19.53233580000233
bayesian,10,startup,279a1cf4,2,77034,0.6634,0.9595991564750671,1.037521960067749,38.947555899998406
bayesian,10,startup,279a1cf4,3,77034,0.706,0.8616980682373047,0.9050623835245768,59.36815389999538
bayesian,10,startup,279a1cf4,4,77034,0.7218,0.7957879328250885,0.8248294694794549,79.98463900000206
bayesian,10,startup,279a1cf4,5,77034,0.737,0.7449711760044098,0.7705242786089579,101.32707769999979
bayesian,10,startup,279a1cf4,6,77034,0.7484,0.7185376989364624,0.732870941374037,123.02872839997872
bayesian,10,startup,279a1cf4,7,77034,0.7342,0.7980256195068359,0.7044751977496677,143.9679639999813
bayesian,10,startup,279a1cf4,8,77034,0.7758,0.6528074191570282,0.6768187906212277,165.5801331999828
bayesian,10,startup,279a1cf4,9,77034,0.783,0.6392278050422668,0.660029273806678,185.06644809999852
bayesian,10,startup,279a1cf4,10,77034,0.7822,0.6321015868186951,0.6419383403778076,204.3503725999908
bayesian,10,startup,279a1cf4,11,77034,0.7872,0.6381082749843597,0.6244406631045871,224.5193503999908
bayesian,10,startup,279a1cf4,12,77034,0.7626,0.7165882121562958,0.6126086675643921,243.62374169999384
bayesian,11,adaptive,f7e9a385,1,82410,0.449,1.5984031612396241,1.5029492218017577,19.510235199995805
bayesian,11,adaptive,f7e9a385,2,82410,0.5688,1.2068480688095093,1.137218771235148,40.86378350001178
bayesian,11,adaptive,f7e9a385,3,82410,0.5578,1.3136116876602173,0.9937675092061361,60.39149099998758
bayesian,11,adaptive,f7e9a385,4,82410,0.5132,1.5278345497131347,0.9170865838474698,80.32904250000138
bayesian,12,adaptive,cfa4f377,1,38570,0.5974,1.125883683681488,1.4411843695958455,19.313007599994307
bayesian,12,adaptive,cfa4f377,2,38570,0.6502,0.9763078894615174,1.0717630437639025,40.69245890001184
bayesian,12,adaptive,cfa4f377,3,38570,0.6886,0.8826805136680603,0.943201654624939,87.00820839998778
bayesian,12,adaptive,cfa4f377,4,38570,0.7028,0.8408917056083679,0.8628790803061591,140.27876330001163
bayesian,12,adaptive,cfa4f377,5,38570,0.7116,0.8343843582153321,0.8174477767732409,192.42382339999313
bayesian,12,adaptive,cfa4f377,6,38570,0.7362,0.7633965213775635,0.784592366027832,244.6944693000114
bayesian,12,adaptive,cfa4f377,7,38570,0.7412,0.756376703453064,0.7556177278306749,296.95991199999116
bayesian,12,adaptive,cfa4f377,8,38570,0.7412,0.7411606065750123,0.7289557710912492,349.2539676000015
bayesian,12,adaptive,cfa4f377,9,38570,0.769,0.686765869140625,0.7116344135920206,403.5129567999975
bayesian,12,adaptive,cfa4f377,10,38570,0.758,0.7074695699691772,0.7022611064275106,456.39312729999074
bayesian,12,adaptive,cfa4f377,11,38570,0.772,0.6635077651977539,0.6813125256856283,509.74715700000525
bayesian,12,adaptive,cfa4f377,12,38570,0.7616,0.711027168750763,0.6754277981122335,551.0590330999985
bayesian,13,adaptive,a6f529f6,1,43018,0.6118,1.1039262276649475,1.4168893178727893,21.770846500003245
bayesian,13,adaptive,a6f529f6,2,43018,0.6604,0.9544053530693054,1.0370128254360622,44.15847719999147
bayesian,13,adaptive,a6f529f6,3,43018,0.7062,0.8200087557792664,0.8991461087756687,64.68775730000925
bayesian,13,adaptive,a6f529f6,4,43018,0.6994,0.8532051819801331,0.8190178521527184,86.1703039999993
bayesian,13,adaptive,a6f529f6,5,43018,0.7334,0.7781637576103211,0.7705778633329603,107.73842229999718
bayesian,13,adaptive,a6f529f6,6,43018,0.7546,0.7227449285507203,0.7326279005262587,128.92244019999634
bayesian,13,adaptive,a6f529f6,7,43018,0.7406,0.7827840485572815,0.7036639664332072,148.4608140999917
bayesian,13,adaptive,a6f529f6,8,43018,0.761,0.717612138748169,0.6777385216501024,168.9621405999933
bayesian,13,adaptive,a6f529f6,9,43018,0.7792,0.6465424392700195,0.653893034977383,189.9385845999932
bayesian,13,adaptive,a6f529f6,10,43018,0.7714,0.6865777817070484,0.6413158597310384,209.93066199999885
bayesian,13,adaptive,a6f529f6,11,43018,0.7738,0.6706880340099335,0.6229979295200772,231.03386480000336
bayesian,13,adaptive,a6f529f6,12,43018,0.7672,0.6975375359535217,0.6120921842151218,252.3913356999983
bayesian,14,adaptive,705f71cf,1,39242,0.5758,1.19231902217865,1.4374123348236083,20.516618499998003
bayesian,14,adaptive,705f71cf,2,39242,0.6524,0.9933150239944458,1.061363294643826,42.48651869999594
bayesian,14,adaptive,705f71cf,3,39242,0.6816,0.9150384111881256,0.9287646994272868,63.202602899982594
bayesian,14,adaptive,705f71cf,4,39242,0.7158,0.8090906080245972,0.8446047100596957,86.75396349999937
bayesian,14,adaptive,705f71cf,5,39242,0.723,0.8021642260551453,0.7967448075930278,107.7568758999987
bayesian,14,adaptive,705f71cf,6,39242,0.7304,0.8056429919242859,0.7585756555451287,128.2355614999833
bayesian,14,adaptive,705f71cf,7,39242,0.7306,0.8116107150554657,0.7212109697553847,151.47732069998165
bayesian,14,adaptive,705f71cf,8,39242,0.7614,0.6963309846878052,0.700175306696362,171.6757783999783
bayesian,14,adaptive,705f71cf,9,39242,0.7782,0.6547685305118561,0.6755124899546305,192.61919440000202
bayesian,14,adaptive,705f71cf,10,39242,0.7582,0.713831458568573,0.6630814381069607,213.8068929000001
bayesian,14,adaptive,705f71cf,11,39242,0.7674,0.7132602386474609,0.6420405377599928,234.20428750000428
bayesian,14,adaptive,705f71cf,12,39242,0.7782,0.6747578905582428,0.6277521742184957,254.43624549999367
bayesian,15,adaptive,d8891e5b,1,34250,0.5328,1.3005888336181641,1.5349625630696615,19.979279100021813
bayesian,15,adaptive,d8891e5b,2,34250,0.5524,1.2465632733345031,1.2066770490010579,41.62109440000495
bayesian,15,adaptive,d8891e5b,3,34250,0.6308,1.0535370600700378,1.08318166624705,64.85849850001978
bayesian,15,adaptive,d8891e5b,4,34250,0.6148,1.0845614707946778,1.0092579802407158,85.46711030000006
bayesian,16,adaptive,e1df2cd4,1,38730,0.5854,1.1675480132102967,1.4844478140513102,19.3718988999899
bayesian,16,adaptive,e1df2cd4,2,38730,0.6508,0.9844479839324951,1.0675659151289199,39.746115599991754
bayesian,16,adaptive,e1df2cd4,3,38730,0.6988,0.8594098034858704,0.922659543355306,61.589984999998705
bayesian,16,adaptive,e1df2cd4,4,38730,0.7062,0.8412951849937439,0.8429981682671441,82.15614229999483
bayesian,16,adaptive,e1df2cd4,5,38730,0.7238,0.7967368474960327,0.7906961262279086,105.1930269000004
bayesian,16,adaptive,e1df2cd4,6,38730,0.7272,0.8013812846183777,0.7555025541835361,127.98114950000308
bayesian,16,adaptive,e1df2cd4,7,38730,0.7562,0.7155773208618164,0.7265694000032213,150.53723650000757
bayesian,16,adaptive,e1df2cd4,8,38730,0.7472,0.7292059505462647,0.7039886605686612,170.72670890000882
bayesian,16,adaptive,e1df2cd4,9,38730,0.7644,0.6914602971076965,0.6841618383407593,192.50597570001264
bayesian,16,adaptive,e1df2cd4,10,38730,0.7682,0.6821682949066162,0.6724816010157267,213.86743139999453
